BS_ID,SITE_ABREVIATION,COLLECTION DATE,SAMPTYPE,TRAP_NUMBER,TC_ID,ORDER,FAMILY,CF,LIFE CYCLE STAGE,TOTAL COUNT,IDENTIFIER,NOTES
59,SH,6/18/10,E-trap,3,269,Diptera,Ephydridae,FALSE,Adult,5,PTK,
59,SH,6/18/10,E-trap,3,270,Diptera,Empididae,FALSE,Adult,1,PTK,
59,SH,6/18/10,E-trap,3,271,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,
60,SH,6/18/10,E-trap,4,272,Diptera,Scathophagidae,FALSE,Adult,7,PTK,
60,SH,6/18/10,E-trap,4,273,Diptera,Empididae,FALSE,Adult,5,PTK,
60,SH,6/18/10,E-trap,4,274,Diptera,Chironomidae,FALSE,Adult,59,PTK,"2 A, 17 B, 30 C, 4 D, 5 E"
60,SH,6/18/10,E-trap,4,275,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
60,SH,6/18/10,E-trap,4,276,Trichoptera,Hydroptilidae,FALSE,Adult,8,PTK,
60,SH,6/18/10,E-trap,4,277,Coleoptera,Curculiondae,FALSE,Adult,1,PTK,
60,SH,6/18/10,E-trap,4,278,Coleoptera,Chrysomelidae,FALSE,Adult,1,PTK,
60,SH,6/18/10,E-trap,4,279,Ephemeroptera,Metretopodidae,FALSE,Adult,2,PTK,
60,SH,6/18/10,E-trap,4,280,Ephemeroptera,Baetidae,FALSE,Adult,1,PTK,
61,SH,6/18/10,E-trap,5,281,Diptera,Chironomidae,FALSE,Adult,57,PTK,"8 A, 5 B, 40 C, 1 D, 3 E"
61,SH,6/18/10,E-trap,5,282,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
61,SH,6/18/10,E-trap,5,283,Diptera,Dolichopodidae,FALSE,Adult,1,PTK,
61,SH,6/18/10,E-trap,5,284,Diptera,Ephydridae,FALSE,Adult,2,PTK,
61,SH,6/18/10,E-trap,5,285,Diptera,Empididae,FALSE,Adult,2,PTK,
61,SH,6/18/10,E-trap,5,286,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
61,SH,6/18/10,E-trap,5,287,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,missing half of body
61,SH,6/18/10,E-trap,5,288,Coleoptera,Curculiondae,FALSE,Adult,1,PTK,
61,SH,6/18/10,E-trap,5,289,Hymenoptera,Braconidae,FALSE,Adult,1,PTK,
62,SH,6/18/10,E-trap,6,290,Ephemeroptera,Metretopodidae,FALSE,Adult,7,PTK,
62,SH,6/18/10,E-trap,6,291,Diptera,Chironomidae,FALSE,Adult,49,PTK,"1 A, 8 B, 30 C, 8 D, 2 E"
62,SH,6/18/10,E-trap,6,292,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
62,SH,6/18/10,E-trap,6,293,Diptera,Empididae,FALSE,Adult,3,PTK,in voucher sample
62,SH,6/18/10,E-trap,6,294,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
62,SH,6/18/10,E-trap,6,295,Diptera,Muscidae,FALSE,Adult,2,PTK,
62,SH,6/18/10,E-trap,6,296,Diptera,Phoridae,FALSE,Adult,1,PTK,in voucher sample
62,SH,6/18/10,E-trap,6,297,Trichoptera,Hydroptilidae,FALSE,Adult,11,PTK,
63,LL,6/21/10,E-trap,1,298,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK,
63,LL,6/21/10,E-trap,1,299,Trichoptera,Hydroptilidae,FALSE,Adult,8,PTK,
63,LL,6/21/10,E-trap,1,300,Diptera,Ephydridae,FALSE,Adult,3,PTK,
63,LL,6/21/10,E-trap,1,301,Diptera,Chironomidae,FALSE,Adult,26,PTK,"2 B, 24 C"
63,LL,6/21/10,E-trap,1,302,Hymenoptera,Braconidae,FALSE,Adult,5,PTK,
64,LL,6/21/10,E-trap,2,303,Diptera,Syrphidae,FALSE,Adult,4,PTK,
64,LL,6/21/10,E-trap,2,304,Diptera,Ephydridae,FALSE,Adult,26,PTK,all samples in very poor shape
65,LL,6/21/10,E-trap,3,305,Coleoptera,Curculiondae,FALSE,Adult,1,PTK,
65,LL,6/21/10,E-trap,3,306,Diptera,Chironomidae,FALSE,Adult,1,PTK,C
66,LL,6/21/10,E-trap,4,307,Coleoptera,Carabidae,FALSE,Adult,1,PTK,
66,LL,6/21/10,E-trap,4,308,Diptera,Sciomyzidae,FALSE,Adult,1,PTK,
67,LL,6/21/10,E-trap,5,309,Diptera,Ephydridae,FALSE,Adult,3,PTK,
68,SH,6/22/10,E-trap,1,310,Diptera,Ephydridae,FALSE,Adult,2,PTK,
68,SH,6/22/10,E-trap,1,311,Diptera,,TRUE,Adult,1,PTK,Missing most of body
68,SH,6/22/10,E-trap,1,312,Diptera,Chironomidae,FALSE,Adult,2,PTK,C
69,SH,6/22/10,E-trap,2,313,Diptera,Scathophagidae,FALSE,Adult,3,PTK,
69,SH,6/22/10,E-trap,2,314,Diptera,Empididae,FALSE,Adult,3,PTK,
69,SH,6/22/10,E-trap,2,315,Diptera,Chironomidae,FALSE,Adult,2,PTK,"one smashed, 1B, 1 E"
69,SH,6/22/10,E-trap,2,316,Coleoptera,Curculiondae,FALSE,Adult,1,PTK,
70,SH,6/22/10,E-trap,3,317,Ephemeroptera,Metretopodidae,FALSE,Adult,4,PTK,
70,SH,6/22/10,E-trap,3,318,Hymenoptera,Braconidae,FALSE,Adult,1,PTK,
70,SH,6/22/10,E-trap,3,319,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
70,SH,6/22/10,E-trap,3,320,Diptera,Chironomidae,FALSE,Adult,68,PTK,"1 A, 2 B, 60 C, 3 D, 2 E"
70,SH,6/22/10,E-trap,3,321,Diptera,Ephydridae,FALSE,Adult,2,PTK,
71,SH,6/22/10,E-trap,4,322,Diptera,Muscidae,FALSE,Adult,1,PTK,
71,SH,6/22/10,E-trap,4,323,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
71,SH,6/22/10,E-trap,4,324,Diptera,Ephydridae,FALSE,Adult,3,PTK,
71,SH,6/22/10,E-trap,4,325,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
71,SH,6/22/10,E-trap,4,326,Diptera,Chironomidae,FALSE,Adult,11,PTK,"6 B, 4 C, 1 E"
72,SH,6/22/10,E-trap,5,327,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
72,SH,6/22/10,E-trap,5,328,Coleoptera,Carabidae,FALSE,Adult,1,PTK,
73,SH,6/22/10,E-trap,6,329,Coleoptera,Staphylinidae,FALSE,Adult,1,PTK,
73,SH,6/22/10,E-trap,6,330,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
73,SH,6/22/10,E-trap,6,331,Diptera,Ephydridae,FALSE,Adult,1,PTK,
73,SH,6/22/10,E-trap,6,332,Diptera,Chironomidae,FALSE,Adult,20,PTK,
73,SH,6/22/10,E-trap,6,333,Trichoptera,Hydroptilidae,FALSE,Adult,2,PTK,
73,SH,6/22/10,E-trap,6,334,Ephemeroptera,,TRUE,Adult,1,PTK,
74,SH,6/25/10,E-trap,1,335,Diptera,Ephydridae,FALSE,Adult,2,PTK,
74,SH,6/25/10,E-trap,1,336,Diptera,Chironomidae,FALSE,Adult,3,PTK,
74,SH,6/25/10,E-trap,1,337,Ephemeroptera,Palingeniidae,FALSE,Adult,1,PTK,
75,SH,6/25/10,E-trap,2,338,Diptera,Ephydridae,FALSE,Adult,6,SME,
75,SH,6/25/10,E-trap,2,339,Diptera,Chironomidae,FALSE,Adult,13,SME,"3 B, 5 C, 5 D"
76,SH,6/25/10,E-trap,3,340,Coleoptera,Curculiondae,FALSE,Adult,1,SME,
76,SH,6/25/10,E-trap,3,341,Diptera,Chironomidae,FALSE,Adult,18,SME,
77,SH,6/25/10,E-trap,4,342,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
77,SH,6/25/10,E-trap,4,343,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,
77,SH,6/25/10,E-trap,4,344,Diptera,Scathophagidae,FALSE,Adult,4,PTK,
77,SH,6/25/10,E-trap,4,345,Diptera,Ephydridae,FALSE,Adult,2,PTK,
77,SH,6/25/10,E-trap,4,346,Diptera,Chironomidae,FALSE,Adult,17,PTK,
77,SH,6/25/10,E-trap,4,347,Hymenoptera,Scelionidae,FALSE,Adult,2,PTK,
77,SH,6/25/10,E-trap,4,348,Coleoptera,Curculiondae,FALSE,Adult,1,PTK,
77,SH,6/25/10,E-trap,4,349,Coleoptera,Staphylinidae,FALSE,Adult,1,PTK,
78,SH,6/25/10,E-trap,5,350,Diptera,Chironomidae,FALSE,Adult,4,SME,four in very poor shape
78,SH,6/25/10,E-trap,5,351,Hymenoptera,Braconidae,FALSE,Adult,5,SME,
78,SH,6/25/10,E-trap,5,352,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
79,SH,6/25/10,E-trap,6,353,Trichoptera,Hydroptilidae,FALSE,Adult,1,SME,
79,SH,6/25/10,E-trap,6,354,Diptera,Scathophagidae,FALSE,Adult,1,SME,
79,SH,6/25/10,E-trap,6,355,Diptera,Ephydridae,FALSE,Adult,1,SME,
79,SH,6/25/10,E-trap,6,356,Diptera,Dolichopodidae,FALSE,Adult,1,SME,
79,SH,6/25/10,E-trap,6,357,Diptera,Chironomidae,FALSE,Adult,30,SME,
79,SH,6/25/10,E-trap,6,358,Diptera,,TRUE,Adult,1,SME,Missing legs and part of head
79,SH,6/25/10,E-trap,6,359,Coleoptera,Curculiondae,FALSE,Adult,2,SME,
80,LL,6/25/10,E-trap,1,360,Hymenoptera,Braconidae,FALSE,Adult,5,PTK,
80,LL,6/25/10,E-trap,1,361,Diptera,Chironomidae,FALSE,Adult,23,PTK,
80,LL,6/25/10,E-trap,1,362,Diptera,Ephydridae,FALSE,Adult,3,PTK,
80,LL,6/25/10,E-trap,1,363,Diptera,Empididae,FALSE,Adult,1,PTK,
80,LL,6/25/10,E-trap,1,364,Trichoptera,Hydroptilidae,FALSE,Adult,7,PTK,
81,LL,6/25/10,E-trap,2,365,Diptera,Sciomyzidae,FALSE,Adult,2,PTK,
81,LL,6/25/10,E-trap,2,366,Diptera,Ephydridae,FALSE,Adult,3,PTK,
81,LL,6/25/10,E-trap,2,367,Hymenoptera,Pompilidae,FALSE,Adult,1,PTK,
82,LL,6/25/10,E-trap,3,368,Hymenoptera,Braconidae,FALSE,Adult,1,SME,missing right wing
82,LL,6/25/10,E-trap,3,369,Diptera,Ephydridae,FALSE,Adult,2,SME,
82,LL,6/25/10,E-trap,3,370,Diptera,Chironomidae,FALSE,Adult,2,SME,
82,LL,6/25/10,E-trap,3,371,Trichoptera,Leptoceridae,FALSE,Adult,1,SME,
83,LL,6/25/10,E-trap,4,372,No Samples Collected,,FALSE,Adult,,SME,
84,LL,6/25/10,E-trap,5,373,No Samples Collected,,FALSE,Adult,,SME,
85,EN,5/27/10,E-trap,1,374,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
85,EN,5/27/10,E-trap,1,375,Diptera,Chironomidae,FALSE,Adult,13,PTK,
85,EN,5/27/10,E-trap,1,376,Diptera,Culicidae,FALSE,Adult,1,PTK,
85,EN,5/27/10,E-trap,1,377,Trichoptera,Hydroptilidae,FALSE,Adult,1,PTK,
86,EN,5/27/10,E-trap,2,378,Diptera,Ephydridae,FALSE,Adult,1,PTK,
86,EN,5/27/10,E-trap,2,379,Diptera,Sciomyzidae,FALSE,Adult,1,PTK,
86,EN,5/27/10,E-trap,2,380,Diptera,Chironomidae,FALSE,Adult,9,PTK,
87,EN,5/27/10,E-trap,3,381,Diptera,Ephydridae,FALSE,Adult,1,PTK,
87,EN,5/27/10,E-trap,3,382,Diptera,Chironomidae,FALSE,Adult,9,PTK,one chironomid appears to have a fungal infection on its legs
88,EN,5/27/10,E-trap,4,383,Diptera,Chironomidae,FALSE,Adult,16,SME,
88,EN,5/27/10,E-trap,4,384,Diptera,Ephydridae,FALSE,Adult,2,SME,
88,EN,5/27/10,E-trap,4,385,Odonata,Coenagrionidae,FALSE,Adult,1,SME,
88,EN,5/27/10,E-trap,4,386,Hymenoptera,Diapriidae,FALSE,Adult,1,SME,
89,EN,5/27/10,E-trap,5,387,Diptera,Muscidae,FALSE,Adult,1,SME,
89,EN,5/27/10,E-trap,5,388,Diptera,Chironomidae,FALSE,Adult,2,SME,
89,EN,5/27/10,E-trap,5,389,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
89,EN,5/27/10,E-trap,5,390,Hymenoptera,Mymaridae,FALSE,Adult,1,SME,
90,ES,5/27/10,E-trap,1,391,Diptera,Chironomidae,FALSE,Adult,3,PTK,
91,ES,5/27/10,E-trap,2,392,Diptera,Chironomidae,FALSE,Adult,7,PTK,
91,ES,5/27/10,E-trap,2,393,Diptera,Ephydridae,FALSE,Adult,1,PTK,
91,ES,5/27/10,E-trap,2,394,Trichoptera,Leptoceridae,FALSE,Adult,3,PTK,
92,ES,5/27/10,E-trap,3,395,Diptera,Chironomidae,FALSE,Adult,24,PTK,
92,ES,5/27/10,E-trap,3,396,Diptera,Ephydridae,FALSE,Adult,1,PTK,
92,ES,5/27/10,E-trap,3,397,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
92,ES,5/27/10,E-trap,3,398,Ephemeroptera,,TRUE,Adult,1,PTK,"Missing abdomen, caudal filaments, does not have hind wings, very small body size"
93,ES,5/27/10,E-trap,4,399,Diptera,Chironomidae,FALSE,Adult,19,SME,
93,ES,5/27/10,E-trap,4,400,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
93,ES,5/27/10,E-trap,4,401,Diptera,Dolichopodidae,FALSE,Adult,1,SME,
94,ES,5/27/10,E-trap,5,402,Diptera,Chironomidae,FALSE,Adult,38,SME,
94,ES,5/27/10,E-trap,5,403,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
94,ES,5/27/10,E-trap,5,404,Diptera,Muscidae,FALSE,Adult,1,SME,
94,ES,5/27/10,E-trap,5,405,Diptera,Dolichopodidae,FALSE,Adult,2,SME,
94,ES,5/27/10,E-trap,5,406,Diptera,Scathophagidae,FALSE,Adult,1,SME,
94,ES,5/27/10,E-trap,5,407,Ephemeroptera,,TRUE,Adult,1,PTK,Missing wings
95,BN,5/31/10,E-trap,1,408,Diptera,Phoridae,FALSE,Adult,1,PTK,
95,BN,5/31/10,E-trap,1,409,Diptera,Chironomidae,FALSE,Adult,77,PTK,56 B
95,BN,5/31/10,E-trap,1,410,Diptera,Ephydridae,FALSE,Adult,3,PTK,
95,BN,5/31/10,E-trap,1,411,Diptera,Scathophagidae,FALSE,Adult,1,PTK,
95,BN,5/31/10,E-trap,1,412,Diptera,Ephydridae,FALSE,Adult,1,PTK,
95,BN,5/31/10,E-trap,1,413,Trichoptera,Psychomiidae,FALSE,Adult,2,PTK,
95,BN,5/31/10,E-trap,1,414,Hymenoptera,Eulophidae,FALSE,Adult,3,PTK,in voucher sample
95,BN,5/31/10,E-trap,1,415,Coleoptera,Carabidae,FALSE,Adult,1,PTK,
96,BN,5/31/10,E-trap,2,416,Diptera,Ephydridae,FALSE,Adult,4,PTK,
96,BN,5/31/10,E-trap,2,417,Diptera,Chironomidae,FALSE,Adult,23,PTK,
96,BN,5/31/10,E-trap,2,418,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
97,BN,5/31/10,E-trap,3,419,Diptera,Chironomidae,FALSE,Adult,32,PTK,
97,BN,5/31/10,E-trap,3,420,Diptera,Simuliidae,FALSE,Adult,3,PTK,
97,BN,5/31/10,E-trap,3,421,Coleoptera,Carabidae,FALSE,Adult,1,PTK,
98,BN,5/31/10,E-trap,4,422,Hymenoptera,Pompilidae,FALSE,Adult,1,SME,
98,BN,5/31/10,E-trap,4,423,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
98,BN,5/31/10,E-trap,4,424,Diptera,Chironomidae,FALSE,Adult,18,SME,
98,BN,5/31/10,E-trap,4,425,Diptera,Ceratopogonidae,FALSE,Adult,2,SME,
98,BN,5/31/10,E-trap,4,426,Diptera,Muscidae,FALSE,Adult,1,SME,
98,BN,5/31/10,E-trap,4,427,Diptera,Ephydridae,FALSE,Adult,1,SME,
99,BN,5/31/10,E-trap,5,428,Diptera,Scathophagidae,FALSE,Adult,2,PTK,
99,BN,5/31/10,E-trap,5,429,Diptera,Ephydridae,FALSE,Adult,1,PTK,"missing head, thorax is hollow"
99,BN,5/31/10,E-trap,5,430,Diptera,Chironomidae,FALSE,Adult,12,PTK,"most of the insects in poor condition, missing segments or are crushed"
100,EN,5/31/10,E-trap,1,431,Diptera,Chironomidae,FALSE,Adult,30,PTK,
101,EN,5/31/10,E-trap,2,432,Hymenoptera,Scelionidae,FALSE,Adult,2,PTK,
101,EN,5/31/10,E-trap,2,433,Diptera,Psychodidae,FALSE,Adult,2,PTK,"In poor shape, but has short pointed wings"
101,EN,5/31/10,E-trap,2,434,Diptera,Chironomidae,FALSE,Adult,13,PTK,
101,EN,5/31/10,E-trap,2,435,Diptera,Dolichopodidae,FALSE,Adult,1,PTK,
101,EN,5/31/10,E-trap,2,436,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK,
102,EN,5/31/10,E-trap,3,437,Hymenoptera,Diapriidae,FALSE,Adult,1,SME,
102,EN,5/31/10,E-trap,3,438,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
102,EN,5/31/10,E-trap,3,439,Diptera,Ephydridae,FALSE,Adult,5,SME,
102,EN,5/31/10,E-trap,3,440,Diptera,Ephydridae,FALSE,Adult,2,SME,
102,EN,5/31/10,E-trap,3,441,Diptera,Phoridae,FALSE,Adult,3,SME,
102,EN,5/31/10,E-trap,3,442,Diptera,Ceratopogonidae,FALSE,Adult,2,SME,
102,EN,5/31/10,E-trap,3,443,Diptera,Chironomidae,FALSE,Adult,47,SME,
103,EN,5/31/10,E-trap,4,444,Diptera,Scathophagidae,FALSE,Adult,3,SME,
103,EN,5/31/10,E-trap,4,445,Diptera,Ephydridae,FALSE,Adult,7,SME,
103,EN,5/31/10,E-trap,4,446,Diptera,Phoridae,FALSE,Adult,4,SME,
103,EN,5/31/10,E-trap,4,447,Diptera,Chironomidae,FALSE,Adult,29,SME,
103,EN,5/31/10,E-trap,4,448,Trichoptera,Leptoceridae,FALSE,Adult,1,SME,
104,EN,5/31/10,E-trap,5,449,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
104,EN,5/31/10,E-trap,5,450,Diptera,Psychodidae,FALSE,Adult,1,PTK,
104,EN,5/31/10,E-trap,5,451,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
104,EN,5/31/10,E-trap,5,452,Diptera,Chironomidae,FALSE,Adult,16,PTK,
104,EN,5/31/10,E-trap,5,453,Diptera,Ephydridae,FALSE,Adult,12,PTK,
104,EN,5/31/10,E-trap,5,454,Trichoptera,Leptoceridae,FALSE,Adult,1,PTK,
104,EN,5/31/10,E-trap,5,455,Ephemeroptera,,TRUE,Adult,1,PTK,
105,ES,5/31/10,E-trap,1,456,Diptera,Chironomidae,FALSE,Adult,1,SME,
105,ES,5/31/10,E-trap,1,457,Diptera,Ephydridae,FALSE,Adult,1,SME,
106,ES,5/31/10,E-trap,2,458,Odonata,Coenagrionidae,FALSE,Adult,1,PTK,
106,ES,5/31/10,E-trap,2,459,Diptera,Psychodidae,FALSE,Adult,2,PTK,1 in voucher sample
106,ES,5/31/10,E-trap,2,460,Diptera,Chironomidae,FALSE,Adult,23,PTK,
106,ES,5/31/10,E-trap,2,461,Diptera,Ephydridae,FALSE,Adult,1,PTK,
106,ES,5/31/10,E-trap,2,462,Diptera,Culicidae,FALSE,Adult,1,PTK,
106,ES,5/31/10,E-trap,2,463,Ephemeroptera,,TRUE,Adult,1,PTK,"In poor shape, wings torn, abdomen crushed"
107,ES,5/31/10,E-trap,3,464,Diptera,Ceratopogonidae,FALSE,Adult,3,PTK
107,ES,5/31/10,E-trap,3,465,Diptera,Chironomidae,FALSE,Adult,18,PTK
107,ES,5/31/10,E-trap,3,466,Odonata,Coenagrionidae,FALSE,Adult,1,PTK
108,ES,5/31/10,E-trap,4,467,Diptera,Chironomidae,FALSE,Adult,29,SME
108,ES,5/31/10,E-trap,4,468,Diptera,Ceratopogonidae,FALSE,Adult,2,SME
108,ES,5/31/10,E-trap,4,469,Diptera,Ephydridae,FALSE,Adult,4,SME
108,ES,5/31/10,E-trap,4,470,Hymenoptera,Scelionidae,FALSE,Adult,1,SME
109,ES,5/31/10,E-trap,5,471,Diptera,Muscidae,FALSE,Adult,2,SME
109,ES,5/31/10,E-trap,5,472,Diptera,Phoridae,FALSE,Adult,2,SME
109,ES,5/31/10,E-trap,5,473,Diptera,Ephydridae,FALSE,Adult,4,SME
109,ES,5/31/10,E-trap,5,474,Diptera,Chironomidae,FALSE,Adult,81,SME
109,ES,5/31/10,E-trap,5,475,Diptera,Ceratopogonidae,FALSE,Adult,5,SME
109,ES,5/31/10,E-trap,5,476,Hymenoptera,Figitidae,FALSE,Adult,1,SME
109,ES,5/31/10,E-trap,5,477,Hymenoptera,Diapriidae,FALSE,Adult,1,SME
110,BS,5/31/10,E-trap,1,478,Diptera,Scathophagidae,FALSE,Adult,1,SME
110,BS,5/31/10,E-trap,1,479,Diptera,Ephydridae,FALSE,Adult,1,SME
110,BS,5/31/10,E-trap,1,480,Diptera,Ceratopogonidae,FALSE,Adult,2,SME,
110,BS,5/31/10,E-trap,1,481,Diptera,Chironomidae,FALSE,Adult,57,SME,
110,BS,5/31/10,E-trap,1,482,Hymenoptera,Pompilidae,FALSE,Adult,2,SME,
110,BS,5/31/10,E-trap,1,483,Coleoptera,Chrysomelidae,FALSE,Adult,2,SME,
111,BS,5/31/10,E-trap,2,484,Diptera,Chironomidae,FALSE,Adult,53,SME,38 G
111,BS,5/31/10,E-trap,2,485,Coleoptera,Chrysomelidae,FALSE,Adult,1,SME,
112,BS,5/31/10,E-trap,3,486,Diptera,Ephydridae,FALSE,Adult,2,SME,
112,BS,5/31/10,E-trap,3,487,Diptera,Phoridae,FALSE,Adult,1,SME,
112,BS,5/31/10,E-trap,3,488,Diptera,Chironomidae,FALSE,Adult,27,SME,1 A in voucher
112,BS,5/31/10,E-trap,3,489,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
113,BS,5/31/10,E-trap,4,490,Diptera,Ceratopogonidae,FALSE,Adult,1,PTK,
113,BS,5/31/10,E-trap,4,491,Diptera,Chironomidae,FALSE,Adult,45,PTK,
113,BS,5/31/10,E-trap,4,492,Diptera,Ephydridae,FALSE,Adult,3,PTK,
113,BS,5/31/10,E-trap,4,493,Hymenoptera,Ichneumonidae,FALSE,Adult,1,PTK,
113,BS,5/31/10,E-trap,4,494,Trichoptera,Hydropsychidae,FALSE,Adult,1,PTK,
114,BS,5/31/10,E-trap,5,495,Diptera,Chironomidae,FALSE,Adult,24,SME,
114,BS,5/31/10,E-trap,5,496,Hymenoptera,Figitidae,FALSE,Adult,1,SME,
115,BS,6/3/10,E-trap,1,497,Diptera,Ephydridae,FALSE,Adult,3,PTK,
115,BS,6/3/10,E-trap,1,498,Diptera,Phoridae,FALSE,Adult,1,PTK,
115,BS,6/3/10,E-trap,1,499,Diptera,Ephydridae,FALSE,Adult,1,PTK,
115,BS,6/3/10,E-trap,1,500,Diptera,Chironomidae,FALSE,Adult,37,PTK,
115,BS,6/3/10,E-trap,1,501,Diptera,,TRUE,Adult,1,PTK,"Labeled with a ""?"""
116,BS,6/3/10,E-trap,2,502,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
116,BS,6/3/10,E-trap,2,503,Diptera,Chironomidae,FALSE,Adult,22,SME,
116,BS,6/3/10,E-trap,2,504,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
117,BS,6/3/10,E-trap,3,505,Trichoptera,Hydropsychidae,FALSE,Adult,1,PTK,
117,BS,6/3/10,E-trap,3,506,Diptera,Ceratopogonidae,FALSE,Adult,4,PTK,
117,BS,6/3/10,E-trap,3,507,Diptera,Chironomidae,FALSE,Adult,20,PTK,
117,BS,6/3/10,E-trap,3,508,Diptera,Ephydridae,FALSE,Adult,4,PTK,
117,BS,6/3/10,E-trap,3,509,Hymenoptera,Scelionidae,FALSE,Adult,1,PTK,
117,BS,6/3/10,E-trap,3,510,Hymenoptera,Trichogrammatidae,FALSE,Adult,1,PTK,IN VOUCHER SAMPLE
118,BS,6/3/10,E-trap,4,511,Hymenoptera,Pompilidae,FALSE,Adult,1,SME,
118,BS,6/3/10,E-trap,4,512,Diptera,Empididae,FALSE,Adult,2,SME,
118,BS,6/3/10,E-trap,4,513,Diptera,Chironomidae,FALSE,Adult,32,SME,
119,BS,6/3/10,E-trap,5,514,Diptera,Ephydridae,FALSE,Adult,1,SME,
119,BS,6/3/10,E-trap,5,515,Diptera,Chironomidae,FALSE,Adult,32,SME,
120,BN,6/3/10,E-trap,1,516,Diptera,Muscidae,FALSE,Adult,1,PTK,
120,BN,6/3/10,E-trap,1,517,Diptera,Ephydridae,FALSE,Adult,5,PTK,
120,BN,6/3/10,E-trap,1,518,Diptera,Simuliidae,FALSE,Adult,1,PTK,
120,BN,6/3/10,E-trap,1,519,Diptera,Ceratopogonidae,FALSE,Adult,2,PTK,
120,BN,6/3/10,E-trap,1,520,Diptera,Chironomidae,FALSE,Adult,76,PTK,47 I
120,BN,6/3/10,E-trap,1,521,Trichoptera,Polycentropodidae,FALSE,Adult,3,PTK,
120,BN,6/3/10,E-trap,1,522,Hymenoptera,Braconidae,FALSE,Adult,1,PTK,
120,BN,6/3/10,E-trap,1,523,Coleoptera,Terrestrial Coleoptera,FALSE,Adult,1,PTK,
121,BN,6/3/10,E-trap,2,524,Diptera,Ephydridae,FALSE,Adult,1,SME,
121,BN,6/3/10,E-trap,2,525,Diptera,Chironomidae,FALSE,Adult,24,SME,
121,BN,6/3/10,E-trap,2,526,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
122,BN,6/3/10,E-trap,3,527,Diptera,Chironomidae,FALSE,Adult,28,SME,
122,BN,6/3/10,E-trap,3,528,Diptera,Phoridae,FALSE,Adult,1,SME,
123,BN,6/3/10,E-trap,4,529,Hymenoptera,Scelionidae,FALSE,Adult,1,SME,
123,BN,6/3/10,E-trap,4,530,Diptera,Ephydridae,FALSE,Adult,1,SME,
123,BN,6/3/10,E-trap,4,531,Diptera,Chironomidae,FALSE,Adult,16,SME,
124,BN,6/3/10,E-trap,5,532,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
124,BN,6/3/10,E-trap,5,533,Diptera,Chironomidae,FALSE,Adult,5,SME,
124,BN,6/3/10,E-trap,5,534,Diptera,Ephydridae,FALSE,Adult,1,SME,
125,ES,6/3/10,E-trap,1,535,Diptera,Chironomidae,FALSE,Adult,13,SME,
125,ES,6/3/10,E-trap,1,536,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
125,ES,6/3/10,E-trap,1,537,Hymenoptera,Diapriidae,FALSE,Adult,1,SME,
125,ES,6/3/10,E-trap,1,538,Trichoptera,Leptoceridae,FALSE,Adult,1,SME,
126,ES,6/3/10,E-trap,2,539,Diptera,Chironomidae,FALSE,Adult,6,PTK,
126,ES,6/3/10,E-trap,2,540,Diptera,Ephydridae,FALSE,Adult,3,PTK,
126,ES,6/3/10,E-trap,2,541,Ephemeroptera,,TRUE,Adult,1,PTK,"In poor shape, most likely Baetidae"
127,ES,6/3/10,E-trap,3,542,Diptera,Phoridae,FALSE,Adult,1,SME,
127,ES,6/3/10,E-trap,3,543,Diptera,Chironomidae,FALSE,Adult,2,SME,
127,ES,6/3/10,E-trap,3,544,Diptera,Ceratopogonidae,FALSE,Adult,1,SME,
127,ES,6/3/10,E-trap,3,545,Ephemeroptera,,TRUE,Adult,1,PTK,"Wings destroyed, most likely Baetidae"
